prompt_idx,prompt_id,seq_len,low_latency_ms,full_latency_ms,low_peak_mem_mb,full_peak_mem_mb,next_token_kl_full_to_low,next_token_top1_agreement
0,einstein_riddle,227,792.0151459984481,494.7503779985709,13538.93896484375,13796.4765625,10.183192610740662,0.0
1,compositional_drift,105,329.09227900381666,304.08492700371426,13855.47119140625,13845.9326171875,10.315537929534912,0.0
