layer,residual_cosine_mean,residual_mse_mean,k_mse_mean,v_mse_mean
0,0.7296107050031424,25.22359985113144,0.0,0.0
4,0.5103916389867663,16.18408618569374,0.07264973935671151,1.0022342385724188
8,0.691987000964582,33.326130849123004,0.061690390366129576,1.6417542181909084
12,0.47550129583105444,95.77027451992035,0.1296903487527743,1.996906004473567
16,0.45636739013716576,41.83636953830719,0.2466152171138674,1.9726117208600045
20,0.33696444070665166,79.39776406288146,0.2681665003299713,1.9088914711028337
24,0.5562827123329044,43.228592932224274,0.23744215844199063,2.0916471712291242
28,0.4280968111474067,44.5515499830246,0.26201273561455307,2.003585809096694
32,0.35275370376184584,82.68384889364242,0.25640666037797927,2.0026697155088184
