variant,config_path,checkpoint_path,train_loss_mix,val_mse,val_cosine,next_token_top1_low_vs_full,next_token_top1_uplift_vs_full,next_token_kl_low_vs_full,next_token_kl_uplift_vs_full,h1_uplift,h1_no_patch,delta_h1,h1_next_top1_uplift_vs_full,cost_per_prompt_ms_h1,closure_reference_h8,delta_vs_baseline_h8,closure_reference_h16,delta_vs_baseline_h16
residual_uplift_layer34_last1,/home/marcel/Work/He-LMAS/helmas3n/configs/train_residual_layer34_last1.yaml,/home/marcel/Work/He-LMAS/helmas3n/artifacts/reports/targeted_runs/checkpoints/layer34_last1/last.pt,mse=1.0;cos=0.2;kl=0.3;ce=0,0.3206790089607239,0.9966636896133423,0.0,0.59375,5.569552898406982,0.8216643929481506,1.0,0.0,1.0,1.0,6339.592784497654,,,,
